time,body_name,x,y,z,vx,vy,vz
57600,Jupiter,7.785e+11,7.52832e+08,0,-12.6116,13070,0
57600,Saturn,1.433e+12,5.58144e+08,0,-3.74052,9690,0
57600,Uranus,2.877e+12,3.92256e+08,0,-0.926373,6810,0
57600,Neptune,4.503e+12,3.12768e+08,0,-0.377989,5430,0
61200,Sun,558.133,0.82538,0,0.0172262,3.82115e-05,0
61200,Mercury,5.78315e+10,2.9284e+09,0,-2421.82,47812.3,0
61200,Venus,1.08178e+11,2.14308e+09,0,-693.898,35013.5,0
61200,Earth,1.49588e+11,1.82249e+09,0,-363.002,29777.9,0
61200,Mars,2.27895e+11,1.47675e+09,0,-156.401,24129.5,0
61200,Jupiter,7.785e+11,7.99884e+08,0,-13.3998,13070,0
61200,Saturn,1.433e+12,5.93028e+08,0,-3.97431,9690,0
61200,Uranus,2.877e+12,4.16772e+08,0,-0.984271,6810,0
61200,Neptune,4.503e+12,3.32316e+08,0,-0.401613,5430,0
64800,Sun,623.795,0.980136,0,0.0182395,4.29878e-05,0
64800,Mercury,5.78223e+10,3.1005e+09,0,-2564.16,47805.1,0
64800,Venus,1.08175e+11,2.26913e+09,0,-734.711,35012.7,0
64800,Earth,1.49587e+11,1.92969e+09,0,-384.354,29777.7,0
64800,Mars,2.27894e+11,1.56361e+09,0,-165.601,24129.5,0
64800,Jupiter,7.785e+11,8.46936e+08,0,-14.1881,13070,0
64800,Saturn,1.433e+12,6.27912e+08,0,-4.20809,9690,0
64800,Uranus,2.877e+12,4.41288e+08,0,-1.04217,6810,0
64800,Neptune,4.503e+12,3.51864e+08,0,-0.425237,5430,0
68400,Sun,693.104,1.1531,0,0.0192527,4.80449e-05,0
68400,Mercury,5.78125e+10,3.27257e+09,0,-2706.49,47797.5,0
68400,Venus,1.08172e+11,2.39517e+09,0,-775.522,35011.9,0
68400,Earth,1.49585e+11,2.03689e+09,0,-405.706,29777.4,0
68400,Mars,2.27894e+11,1.65048e+09,0,-174.801,24129.4,0
68400,Jupiter,7.78499e+11,8.93988e+08,0,-14.9763,13070,0
68400,Saturn,1.433e+12,6.62796e+08,0,-4.44187,9690,0
68400,Uranus,2.877e+12,4.65804e+08,0,-1.10007,6810,0
68400,Neptune,4.503e+12,3.71412e+08,0,-0.448862,5430,0
72000,Sun,766.062,1.34528,0,0.020266,5.33829e-05,0
72000,Mercury,5.78023e+10,3.44461e+09,0,-2848.79,47789.4,0
72000,Venus,1.08169e+11,2.52121e+09,0,-816.333,35011,0
72000,Earth,1.49584e+11,2.14409e+09,0,-427.058,29777.1,0
72000,Mars,2.27893e+11,1.73734e+09,0,-184.001,24129.3,0
72000,Jupiter,7.78499e+11,9.4104e+08,0,-15.7645,13070,0
72000,Saturn,1.433e+12,6.9768e+08,0,-4.67565,9690,0
72000,Uranus,2.877e+12,4.9032e+08,0,-1.15797,6810,0
72000,Neptune,4.503e+12,3.9096e+08,0,-0.472486,5430,0
75600,Sun,842.667,1.55768,0,0.0212792,5.90017e-05,0
75600,Mercury,5.77915e+10,3.61662e+09,0,-2991.07,47781,0
75600,Venus,1.08166e+11,2.64725e+09,0,-857.143,35010,0
75600,Earth,1.49582e+11,2.25128e+09,0,-448.409,29776.8,0
75600,Mars,2.27892e+11,1.82421e+09,0,-193.201,24129.3,0
75600,Jupiter,7.78499e+11,9.88092e+08,0,-16.5527,13070,0
75600,Saturn,1.433e+12,7.32564e+08,0,-4.90944,9690,0
75600,Uranus,2.877e+12,5.14836e+08,0,-1.21586,6810,0
75600,Neptune,4.503e+12,4.10508e+08,0,-0.49611,5430,0
79200,Sun,922.92,1.79133,0,0.0222925,6.49014e-05,0
79200,Mercury,5.77802e+10,3.7886e+09,0,-3133.32,47772.1,0
79200,Venus,1.08163e+11,2.77328e+09,0,-897.951,35009,0
79200,Earth,1.49581e+11,2.35848e+09,0,-469.76,29776.5,0
79200,Mars,2.27892e+11,1.91107e+09,0,-202.401,24129.2,0
79200,Jupiter,7.78499e+11,1.03514e+09,0,-17.341,13070,0
79200,Saturn,1.433e+12,7.67448e+08,0,-5.14322,9690,0
79200,Uranus,2.877e+12,5.39352e+08,0,-1.27376,6810,0
79200,Neptune,4.503e+12,4.30056e+08,0,-0.519734,5430,0
82800,Sun,1006.82,2.04722,0,0.0233057,7.1082e-05,0
82800,Mercury,5.77685e+10,3.96055e+09,0,-3275.55,47762.7,0
82800,Venus,1.08159e+11,2.89931e+09,0,-938.758,35008,0
82800,Earth,1.49579e+11,2.46567e+09,0,-491.111,29776.1,0
82800,Mars,2.27891e+11,1.99794e+09,0,-211.601,24129.1,0
82800,Jupiter,7.78499e+11,1.0822e+09,0,-18.1292,13070,0
82800,Saturn,1.433e+12,8.02332e+08,0,-5.377,9690,0
82800,Uranus,2.877e+12,5.63868e+08,0,-1.33166,6810,0
82800,Neptune,4.503e+12,4.49604e+08,0,-0.543359,5430,0
86400,Sun,1094.37,2.32638,0,0.0243189,7.75433e-05,0
86400,Mercury,5.77561e+10,4.13246e+09,0,-3417.75,47753,0
86400,Venus,1.08156e+11,3.02533e+09,0,-979.565,35006.9,0
86400,Earth,1.49577e+11,2.57287e+09,0,-512.462,29775.8,0
86400,Mars,2.2789e+11,2.0848e+09,0,-220.8,24129,0
86400,Jupiter,7.78499e+11,1.12925e+09,0,-18.9174,13070,0
86400,Saturn,1.433e+12,8.37216e+08,0,-5.61079,9690,0
86400,Uranus,2.877e+12,5.88384e+08,0,-1.38956,6810,0
86400,Neptune,4.503e+12,4.69152e+08,0,-0.566983,5430,0
90000,Sun,1185.56,2.62981,0,0.0253322,8.42855e-05,0
90000,Mercury,5.77433e+10,4.30433e+09,0,-3559.92,47742.8,0
90000,Venus,1.08152e+11,3.15135e+09,0,-1020.37,35005.7,0
90000,Earth,1.49575e+11,2.68006e+09,0,-533.813,29775.4,0
90000,Mars,2.27889e+11,2.17167e+09,0,-230,24128.9,0
90000,Jupiter,7.78499e+11,1.1763e+09,0,-19.7056,13070,0
90000,Saturn,1.433e+12,8.721e+08,0,-5.84457,9690,0
90000,Uranus,2.877e+12,6.129e+08,0,-1.44746,6810,0
90000,Neptune,4.503e+12,4.887e+08,0,-0.590607,5430,0
93600,Sun,1280.41,2.95852,0,0.0263454,9.13085e-05,0
93600,Mercury,5.773e+10,4.47617e+09,0,-3702.06,47732.2,0
93600,Venus,1.08148e+11,3.27737e+09,0,-1061.17,35004.5,0
93600,Earth,1.49573e+11,2.78725e+09,0,-555.163,29775,0
93600,Mars,2.27888e+11,2.25853e+09,0,-239.2,24128.9,0
93600,Jupiter,7.78499e+11,1.22335e+09,0,-20.4939,13070,0
93600,Saturn,1.433e+12,9.06984e+08,0,-6.07835,9690,0
93600,Uranus,2.877e+12,6.37416e+08,0,-1.50536,6810,0
